0.000	0.005	0.008	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.001	0.001	0.000	0.006	0.000	0.000	0.000	0.006	0.006	0.001	0.003	0.009
0.100	0.006	0.008	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.006	0.007	0.001	0.004	0.009
0.200	0.007	0.007	0.000	0.006	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.005	0.001	0.001	0.000	0.005	0.000	0.000	0.000	0.005	0.007	0.001	0.004	0.010
0.300	0.005	0.007	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.006	0.001	0.000	0.000	0.006	0.000	0.000	0.000	0.005	0.007	0.000	0.002	0.012
0.400	0.006	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.003	0.000	0.000	0.005	0.000	0.000	0.000	0.007	0.006	0.001	0.003	0.010
0.500	0.005	0.009	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.002	0.000	0.000	0.007	0.000	0.000	0.000	0.005	0.006	0.001	0.004	0.010
0.600	0.006	0.008	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.001	0.000	0.000	0.007	0.000	0.000	0.000	0.005	0.007	0.001	0.003	0.010
0.700	0.006	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.006	0.002	0.001	0.000	0.006	0.000	0.000	0.000	0.005	0.008	0.001	0.004	0.012
0.800	0.004	0.008	0.000	0.005	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.005	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.004	0.007	0.000	0.002	0.011
0.900	0.005	0.010	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.001	0.000	0.000	0.007	0.000	0.000	0.000	0.006	0.007	0.001	0.002	0.011
1.000	0.005	0.009	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.001	0.001	0.000	0.007	0.000	0.000	0.000	0.006	0.009	0.000	0.002	0.011
1.100	0.005	0.009	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.002	0.000	0.000	0.005	0.000	0.000	0.000	0.005	0.007	0.001	0.002	0.012
1.200	0.006	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.004	0.007	0.001	0.002	0.012
1.300	0.005	0.009	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.001	0.001	0.000	0.006	0.000	0.000	0.000	0.005	0.008	0.001	0.003	0.011
1.400	0.007	0.011	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.008	0.002	0.001	0.000	0.007	0.000	0.000	0.000	0.005	0.007	0.000	0.004	0.010
1.500	0.005	0.009	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.001	0.000	0.000	0.007	0.000	0.000	0.000	0.006	0.009	0.000	0.003	0.011
1.600	0.005	0.010	0.000	0.006	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.007	0.003	0.000	0.000	0.005	0.000	0.000	0.000	0.005	0.008	0.000	0.004	0.011
1.700	0.005	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.007	0.007	0.001	0.003	0.011
1.800	0.006	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.002	0.000	0.000	0.005	0.000	0.000	0.000	0.006	0.007	0.000	0.004	0.011
1.900	0.005	0.009	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.006	0.004	0.001	0.000	0.007	0.000	0.000	0.000	0.005	0.007	0.001	0.003	0.011
2.000	0.006	0.008	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.003	0.000	0.000	0.005	0.000	0.000	0.000	0.005	0.008	0.001	0.003	0.011
2.100	0.006	0.009	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.003	0.000	0.000	0.005	0.000	0.000	0.000	0.008	0.007	0.000	0.001	0.011
2.200	0.006	0.008	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.006	0.001	0.002	0.000	0.005	0.000	0.000	0.000	0.005	0.006	0.001	0.002	0.011
2.300	0.005	0.010	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.006	0.001	0.000	0.000	0.006	0.000	0.000	0.000	0.005	0.007	0.001	0.002	0.011
2.400	0.006	0.011	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.001	0.000	0.000	0.007	0.000	0.000	0.000	0.007	0.009	0.000	0.001	0.012
2.500	0.004	0.011	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.002	0.001	0.000	0.006	0.000	0.000	0.000	0.007	0.010	0.001	0.003	0.010
2.600	0.005	0.009	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.002	0.000	0.000	0.005	0.000	0.000	0.000	0.007	0.009	0.000	0.002	0.011
2.700	0.013	0.015	0.002	0.009	0.000	0.004	0.000	0.000	0.005	0.000	0.002	0.010	0.004	0.004	0.000	0.011	0.001	0.000	0.002	0.011	0.011	0.002	0.004	0.011
2.800	0.016	0.016	0.004	0.009	0.000	0.005	0.000	0.000	0.007	0.000	0.002	0.011	0.004	0.006	0.000	0.012	0.002	0.000	0.006	0.015	0.014	0.004	0.005	0.013
2.900	0.017	0.017	0.004	0.010	0.000	0.005	0.000	0.000	0.008	0.000	0.003	0.010	0.004	0.006	0.000	0.016	0.002	0.001	0.007	0.013	0.013	0.004	0.007	0.011
3.000	0.017	0.016	0.005	0.008	0.000	0.005	0.000	0.000	0.009	0.000	0.002	0.012	0.004	0.006	0.000	0.014	0.002	0.000	0.006	0.014	0.014	0.004	0.006	0.012
3.100	0.618	0.013	0.002	0.008	0.000	0.002	0.000	0.000	0.004	0.000	0.001	0.009	0.004	0.004	0.000	0.008	0.000	0.000	0.002	0.010	0.011	0.001	0.005	0.011
3.200	0.707	0.013	0.001	0.007	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.009	0.004	0.002	0.000	0.009	0.000	0.000	0.004	0.007	0.010	0.002	0.004	0.010
3.300	0.719	0.011	0.000	0.005	0.000	0.001	0.000	0.000	0.002	0.000	0.000	0.010	0.002	0.002	0.000	0.008	0.000	0.000	0.004	0.007	0.009	0.002	0.003	0.009
3.400	0.756	0.012	0.001	0.008	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.007	0.001	0.002	0.000	0.007	0.000	0.000	0.020	0.008	0.009	0.002	0.003	0.011
3.500	0.786	0.013	0.001	0.006	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.006	0.002	0.002	0.000	0.005	0.000	0.000	0.011	0.007	0.009	0.001	0.004	0.011
3.600	0.779	0.011	0.000	0.008	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.003	0.002	0.000	0.007	0.000	0.000	0.070	0.008	0.009	0.001	0.004	0.011
3.700	0.810	0.011	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.008	0.003	0.001	0.000	0.007	0.000	0.000	0.076	0.007	0.008	0.001	0.002	0.011
3.800	0.813	0.011	0.000	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.004	0.001	0.000	0.008	0.000	0.000	0.131	0.007	0.009	0.002	0.004	0.010
3.900	0.815	0.011	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.008	0.001	0.000	0.000	0.007	0.000	0.000	0.152	0.007	0.009	0.001	0.004	0.010
4.000	0.832	0.010	0.001	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.001	0.002	0.000	0.007	0.000	0.000	0.177	0.007	0.008	0.002	0.004	0.010
